Date,Product,Customer_Category,,,
20/05/2023,"['Tissues', 'Mustard', 'Saftey Razor Blade', 'Ketchup', 'Saftey Razor Blade','Ice Cream']",Senior Citizen,,,
20/05/2023,"['Jam','Bread']",Middle-Aged,,,
20/05/2023,"['Soda','Rice','Dhal', 'Spices', 'Black pepper']",Middle-Aged,,,
20/05/2023,"['Ketchup', 'Tea','Biscuit', 'Bread', 'Spices']",Senior Citizen,,,
20/05/2023,"['Laundry Detergent', 'Orange']",Middle-Aged,,,
20/05/2023,['Cleaning Spray'],Senior Citizen,,,
20/05/2023,['Power Strips'],Senior Citizen,,,
20/05/2023,"['Cereal Bars', 'Mustard', 'Toothbrush', 'Toothpaste',  'Tongue Cleaner']",Middle-Aged,,,
20/05/2023,"['Eggs', 'Toothbrush', 'Bread', 'Tissues', 'Soap']",Senior Citizen,,,
20/05/2023,"['Milk', 'Milk', 'Spinach', 'Wheat Rava']",Senior Citizen,,,
20/05/2023,['Ketchup'],Homemaker,,,
20/05/2023,"['Baby Wipes', 'Pickles', 'Rice','Spices', 'Peanut Butter']",Homemaker,,,
20/05/2023,"['Power Strips', 'Semiya', 'Apple', 'Chocolate', 'Dustpan']",Senior Citizen,,,
20/05/2023,"['Cereal', Salt]",Young Adult,,,
20/05/2023,"['Ketchup', 'Shaving Cream', 'Wheat Rava', 'Eggs']",Senior Citizen,,,
20/05/2023,"['Saftey Razor Blade', 'Cleaning Spray', 'Deodorant', 'Feminine Hygiene Products','Paper Towel for Faces', 'Hand Sanitizer']",Homemaker,,,
20/05/2023,"['Cooking Oil', 'Toothbrush', 'Baby Wipes', 'Feminine Hygiene Products','Paper Towel for Faces', 'Banana']",Young Adult,,,
20/05/2023,"['Shower Gel', 'Toilet Freshner']",Young Adult,,,
20/05/2023,"['Soda', 'Dhal', 'Pasta', 'Body wash', 'Peanut Butter']",Senior Citizen,,,
20/05/2023,"['Yogurt', 'Rice','Dhal','Spices', 'Banana', 'Plant Fertilizer']",Middle-Aged,,,
20/05/2023,['Tissues'],Young Adult,,,
20/05/2023,"['Banana', 'Bread', 'Toothpaste',  'Tongue Cleaner', 'Paper Towel For Faces']",Homemaker,,,
20/05/2023,"['Soap', 'Black pepper', 'Milk', 'Broom']",Teenager,,,
20/05/2023,"['Juices','Chips']",Middle-Aged,,,
20/05/2023,['Apple'],Middle-Aged,,,
20/05/2023,"['Honey', 'Toothpaste',  'Tongue Cleaner', 'Deodorant']",Teenager,,,
20/05/2023,['Broom'],Senior Citizen,,,
20/05/2023,"['Stationery', 'Milk', 'Potatoes', 'Cooking Oil']",Middle-Aged,,,
20/05/2023,"['Chocolate', 'Semiya', 'Air Freshener', 'Soda', 'Paper Towel For Faces']",Senior Citizen,,,
20/05/2023,['Chips'],Teenager,,,
20/05/2023,"['Ketchup', 'Cleaner', 'Pasta', 'Spices', Salt]",Teenager,,,
20/05/2023,"['Soda', 'Bread', 'Pasta', 'Toothpaste',  'Tongue Cleaner', 'Onions']",Teenager,,,
20/05/2023,"['Cheese', 'Rice','Spices', 'Cereal Bars']",Middle-Aged,,,
20/05/2023,"['Plant Fertilizer', 'Chocolate', 'Olive Oil', 'Dish Soap']",Homemaker,,,
20/05/2023,"['Coffee','Biscuit', 'Ketchup', 'Peanut Butter']",Young Adult,,,
20/05/2023,"['Banana', 'Shampoo', 'Toothbrush']",Teenager,,,
20/05/2023,"['Toothbrush', 'Cleaner', 'Cereal Bars', 'Cleaner', 'Semiya']",Young Adult,,,
20/05/2023,"['Dish Soap', 'Ragi Malt']",Young Adult,,,
20/05/2023,"['Tomatoes','paneer']",Homemaker,,,
20/05/2023,"['Yogurt', 'Deodorant', 'Mustard', 'Diapers', 'Pasta']",Young Adult,,,
20/05/2023,"['Cereal', 'Kambu Rice', 'Semiya', 'Olive Oil']",Teenager,,,
20/05/2023,"['Pickles', 'Insect Repellent']",Young Adult,,,
20/05/2023,['Peanut Butter'],Middle-Aged,,,
20/05/2023,['Wheat Flour'],Senior Citizen,,,
20/05/2023,['Peanut Butter'],Senior Citizen,,,
20/05/2023,"['Kambu Rice', 'Shaving Cream', 'Spices']",Teenager,,,
20/05/2023,"['Stationery', 'Carrots']",Young Adult,,,
20/05/2023,"['Jam','Bread', 'Air Freshener', 'Saftey Razor Blade', 'Tissues', 'Dishwash scrubber']",Middle-Aged,,,
20/05/2023,"['Rice','Dhal','Spices']",Homemaker,,,
20/05/2023,"['Light Bulbs', 'Cooking Oil', 'Pickles', 'Paper Towel For Faces', 'Bread']",Teenager,,,
20/05/2023,"['Hair Gel', 'Ice Cream', 'Eggs', 'Peanut Butter']",Homemaker,,,
20/05/2023,"['Cleaner', 'Rice','Dhal','Onions']",Senior Citizen,,,
20/05/2023,"['Jam','Bread', 'Insect Repellent', 'Plant Fertilizer', 'Air Freshener', 'Spinach']",Middle-Aged,,,
20/05/2023,"['Eggs', 'Eggs', 'Cleaner']",Homemaker,,,
20/05/2023,"['Pickles', 'Honey', 'Chocolate', 'Cleaning Spray']",Senior Citizen,,,
21/05/2023,"['Spinach', 'Shampoo', 'Ketchup']",Homemaker,,,
21/05/2023,"['Juices','Chips', 'Ketchup', 'Rice','Spices', 'Ragi Malt', 'Chocolate']",Middle-Aged,,,
21/05/2023,['Body wash'],Young Adult,,,
21/05/2023,"['Nuts', 'Air Freshener']",Senior Citizen,,,
21/05/2023,"['Peanut Butter', 'Ice Cream', 'Tea','Biscuit']",Homemaker,,,
21/05/2023,"['Milk', 'Dish Soap']",Young Adult,,,
21/05/2023,"['Saftey Razor Blade', 'Cleaner', 'Spinach', 'Ragi Malt', 'Insect Repellent']",Middle-Aged,,,
21/05/2023,"['Toothpaste',  'Tongue Cleaner', 'Soap']",Young Adult,,,
21/05/2023,"['Ice Cream', 'Saftey Razor Blade']",Middle-Aged,,,
21/05/2023,['Olive Oil'],Young Adult,,,
21/05/2023,"['Carrots', 'Jam','Bread']",Homemaker,,,
21/05/2023,"['Kambu Rice', 'Onions']",Middle-Aged,,,
21/05/2023,"['Dish Soap', 'Potatoes', 'Jam','Bread', 'Hand Sanitizer', 'Honey']",Teenager,,,
21/05/2023,"['Vinegar', 'Cereal Bars']",Senior Citizen,,,
21/05/2023,['Cooking Oil'],Homemaker,,,
21/05/2023,"['Insect Repellent', 'Saftey Razor Blade']",Teenager,,,
21/05/2023,['Cooking Oil'],Middle-Aged,,,
21/05/2023,"['Hair Gel', 'Tea','Biscuit', 'Orange']",Middle-Aged,,,
21/05/2023,"['Cleaner', 'Eggs']",Senior Citizen,,,
21/05/2023,"['Black pepper', 'Dishwash scrubber', 'Toothpaste',  'Tongue Cleaner', 'Dhal', 'Onions']",Young Adult,,,
21/05/2023,"['Kambu Rice', 'Jam','Bread']",Senior Citizen,,,
21/05/2023,"['Wheat Flour', 'Vinegar', 'Air Freshener']",Middle-Aged,,,
21/05/2023,"['Ketchup', 'Baby Wipes', 'Shaving Cream']",Young Adult,,,
21/05/2023,"['Spinach', 'Tomatoes', 'Black pepper']",Teenager,,,
21/05/2023,"['Stationery', 'Soap', 'Milk', 'Shower Gel', 'Orange']",Homemaker,,,
21/05/2023,"['Cereal Bars', 'Shower Gel']",Senior Citizen,,,
21/05/2023,"[Salt, 'Chips', 'Pasta', 'Spices']",Homemaker,,,
21/05/2023,"['Paper Towel For Faces', 'Shaving Cream']",Senior Citizen,,,
21/05/2023,"['Carrots', 'Baby Wipes']",Senior Citizen,,,
21/05/2023,"['Ragi Malt', 'Soap']",Homemaker,,,
21/05/2023,['Orange'],Middle-Aged,,,
21/05/2023,['Milk'],Senior Citizen,,,
21/05/2023,"['Plant Fertilizer', 'Hair Gel', 'Soda', 'Soap']",Senior Citizen,,,
21/05/2023,"['Cooking Oil', 'Pickles', 'Shower Gel', 'Stationery']",Teenager,,,
21/05/2023,['Milk'],Senior Citizen,,,
21/05/2023,"['Body wash', 'Pasta', 'Deodorant', 'Nuts', 'Laundry Detergent']",Young Adult,,,
21/05/2023,"['Stationery','Stationary', 'Wheat Flour', 'Stationery', 'Cereal']",Senior Citizen,,,
21/05/2023,"['Chocolate', 'Vinegar', 'Pasta']",Young Adult,,,
21/05/2023,"['Cleaner', 'Dhal', 'Paper Towel For Faces', 'Peanut Butter', 'Chocolate']",Teenager,,,
21/05/2023,"['Soda', 'Toilet Freshner', 'Ketchup', 'Toothbrush', 'Dustpan']",Young Adult,,,
21/05/2023,"['Coconut oil', 'Dhal', 'Laundry Detergent']",Middle-Aged,,,
21/05/2023,"['Honey', 'Ketchup', 'Dish Soap', 'Toilet Freshner']",Teenager,,,
21/05/2023,"['Chocolate', 'Paper Towel For Faces', 'Jam','Bread', 'Jam','Bread']",Senior Citizen,,,
21/05/2023,"['Spices', 'Insect Repellent', 'Pasta', 'Soda']",Middle-Aged,,,
21/05/2023,"['Apple', 'Power Strips']",Homemaker,,,
21/05/2023,"['Bread', 'Air Freshener']",Middle-Aged,,,
21/05/2023,"['Apple', 'Vinegar']",Young Adult,,,
21/05/2023,['Cereal Bars'],Middle-Aged,,,
21/05/2023,['Nuts'],Teenager,,,
21/05/2023,"['Black pepper', 'Hair Gel', 'Broom']",Homemaker,,,
21/05/2023,"['Power Strips', 'Pasta']",Homemaker,,,
21/05/2023,"['Shower Gel', 'Jam','Bread']",Senior Citizen,,,
21/05/2023,"['Power Strips', 'Peanut Butter', 'Peanut Butter']",Young Adult,,,
21/05/2023,"['Baby Wipes', 'Sugar', 'Bread', 'Orange', 'Cheese']",Senior Citizen,,,
21/05/2023,['Laundry Detergent'],Teenager,,,
21/05/2023,"['Cheese', 'Banana', 'Cheese', 'Rice','Spices', 'Laundry Detergent']",Middle-Aged,,,
21/05/2023,"['Eggs','Rice','Dhal', 'Trash Bags']",Senior Citizen,,,
21/05/2023,"['Sugar', 'Toothpaste',  'Tongue Cleaner']",Senior Citizen,,,
21/05/2023,"[Salt, 'Laundry Detergent', 'Dishwash scrubber', 'Coconut oil', 'Orange']",Middle-Aged,,,
21/05/2023,['Saftey Razor Blade'],Middle-Aged,,,
21/05/2023,['Shower Gel'],Homemaker,,,
21/05/2023,['Dish Soap'],Senior Citizen,,,
21/05/2023,"['Cereal Bars', 'Saftey Razor Blade', 'Olive Oil', 'Dishwash scrubber', 'Trash Bags']",Senior Citizen,,,
21/05/2023,"['Cleaning Spray', 'Carrots', 'Plant Fertilizer', 'Rice','Spices', 'Eggs']",Teenager,,,
21/05/2023,['Black pepper'],Senior Citizen,,,
21/05/2023,"['Cooking Oil', 'Peanut Butter']",Middle-Aged,,,
21/05/2023,"['Cooking Oil', 'Milk']",Middle-Aged,,,
21/05/2023,"['Dustpan', 'Coffee','Biscuit', 'Mop', 'Spinach']",Young Adult,,,
21/05/2023,"['Trash Bags', 'Pickles', 'Sugar']",Young Adult,,,
21/05/2023,"['Saftey Razor Blade', 'Cereal', 'Honey', 'Apple']",Middle-Aged,,,
21/05/2023,"['Hair Gel', 'Dhal', 'Feminine Hygiene Products','Paper Towel for Faces', 'Chips']",Senior Citizen,,,
21/05/2023,"['Body wash', 'Laundry Detergent', 'Deodorant', 'Cereal']",Middle-Aged,,,
21/05/2023,"['Eggs', 'Shower Gel']",Homemaker,,,
21/05/2023,['Stationery'],Young Adult,,,
21/05/2023,"['Dhal', 'Body wash', 'Dishwash scrubber', 'Ketchup']",Homemaker,,,
21/05/2023,['Ketchup'],Middle-Aged,,,
21/05/2023,"['Dishwash scrubber', 'Coconut oil', 'Black pepper', 'Coconut oil', 'Laundry Detergent']",Young Adult,,,
21/05/2023,"['Coconut oil', 'Tissues', 'Dustpan']",Middle-Aged,,,
21/05/2023,"['Ice Cream', 'Broom', 'Soda']",Middle-Aged,,,
21/05/2023,"[Salt, 'Cooking Oil', 'Plant Fertilizer', 'Cooking Oil']",Senior Citizen,,,
21/05/2023,"['Carrots', 'Spinach', 'Cheese', 'Tea','Biscuit', 'Milk']",Middle-Aged,,,
21/05/2023,"['Tissues', 'Coconut oil', 'Carrots', 'Honey']",Homemaker,,,
21/05/2023,"['Milk', 'Insect Repellent', 'Onions', 'Dishwash scrubber', 'Soda']",Teenager,,,
21/05/2023,"['Shower Gel', 'Honey', 'Milk', 'Tea','Biscuit']",Middle-Aged,,,
21/05/2023,['Wheat Flour'],Young Adult,,,
21/05/2023,"['Tissues', 'Semiya']",Young Adult,,,
21/05/2023,"['Stationery', 'Dhal', 'Eggs', 'Tomatoes']",Senior Citizen,,,
21/05/2023,"['Jam','Bread', 'Tissues', 'Hair Gel', 'Carrots', 'Cereal']",Middle-Aged,,,
21/05/2023,"['Cooking Oil', 'Cooking Oil', 'Coconut oil', 'Cleaner']",Middle-Aged,,,
21/05/2023,"['Cereal Bars', 'Cooking Oil', 'Ragi Malt']",Senior Citizen,,,
21/05/2023,"['Jam','Bread', 'Eggs', 'Broom', 'Toilet Freshner', 'Soap']",Young Adult,,,
21/05/2023,"['Plant Fertilizer', 'Carrots', 'Pasta', 'Cheese', 'Air Freshener']",Senior Citizen,,,
21/05/2023,['Ketchup'],Middle-Aged,,,
22/05/2023,['Honey'],Homemaker,,,
22/05/2023,"['Coconut oil', 'Deodorant']",Young Adult,,,
22/05/2023,"['Mustard', 'Peanut Butter', 'Paper Towel For Faces', 'Soda']",Middle-Aged,,,
22/05/2023,"['Hand Sanitizer', 'Dustpan', 'Paper Towel For Faces', 'Vinegar', 'Vegetables']",Young Adult,,,
22/05/2023,"['Dish Soap', 'Banana']",Middle-Aged,,,
22/05/2023,"['Shampoo', 'Apple', 'Deodorant', 'Semiya', 'Onions']",Teenager,,,
22/05/2023,"['Stationery', 'Pasta', 'Shampoo', 'Honey']",Senior Citizen,,,
22/05/2023,"['Feminine Hygiene Products','Paper Towel for Faces', 'Vegetables', 'Onions']",Middle-Aged,,,
22/05/2023,"['Shampoo', 'Wheat Flour', 'Insect Repellent']",Homemaker,,,
22/05/2023,['Air Freshener'],Senior Citizen,,,
22/05/2023,"['Dish Soap', 'Body wash', 'Soap', 'Dhal']",Senior Citizen,,,
22/05/2023,['Shower Gel'],Homemaker,,,
22/05/2023,"['Hair Gel', 'Dustpan', 'Milk', 'Coconut oil']",Young Adult,,,
22/05/2023,"['Laundry Detergent', 'Diapers', 'Kambu Rice']",Middle-Aged,,,
22/05/2023,"['Apple', 'Cheese', 'Dustpan', 'Olive Oil']",Young Adult,,,
22/05/2023,"['Eggs', 'Deodorant']",Young Adult,,,
22/05/2023,"['Cereal', 'Mop']",Young Adult,,,
22/05/2023,"['Spinach', 'Shampoo', 'Vinegar', 'Broom']",Homemaker,,,
22/05/2023,"['Insect Repellent', 'Cereal Bars', 'Ragi Malt', 'Dish Soap']",Young Adult,,,
22/05/2023,"['Apple', 'Mop', 'Dishwash scrubber', 'Laundry Detergent', 'Broom']",Middle-Aged,,,
22/05/2023,"['Yogurt', 'Toothbrush']",Senior Citizen,,,
22/05/2023,"['Cereal', 'Saftey Razor Blade', 'Soap', 'Cheese']",Teenager,,,
22/05/2023,"['Milk', 'Hair Gel', 'Shaving Cream']",Middle-Aged,,,
22/05/2023,"['Toothpaste',  'Tongue Cleaner', 'Cheese', 'Toilet Freshner']",Young Adult,,,
22/05/2023,"['Shaving Cream', 'Insect Repellent', 'Peanut Butter']",Middle-Aged,,,
22/05/2023,"['Rice','Spices']",Teenager,,,
22/05/2023,"['Vinegar', 'Toothbrush', 'Chocolate']",Senior Citizen,,,
22/05/2023,"['Sugar', 'Chocolate', 'Carrots', 'Shampoo']",Middle-Aged,,,
22/05/2023,"['Light Bulbs', 'Vinegar']",Senior Citizen,,,
22/05/2023,"['Milk', 'Air Freshener']",Homemaker,,,
22/05/2023,"['Juices','Chips', 'Deodorant', 'Insect Repellent', 'Honey', 'Feminine Hygiene Products','Paper Towel for Faces']",Middle-Aged,,,
22/05/2023,"['Sugar', 'Deodorant', 'Shower Gel', 'Hand Sanitizer', 'Eggs']",Senior Citizen,,,
22/05/2023,"['Honey', 'Jam','Bread', 'Hand Sanitizer', 'Spinach', 'Bread']",Middle-Aged,,,
22/05/2023,"['Cooking Oil', 'Soap', 'Deodorant', 'Light Bulbs']",Senior Citizen,,,
22/05/2023,"['Toothbrush', 'Soda']",Homemaker,,,
22/05/2023,"['Mustard', 'Soda', 'Laundry Detergent']",Senior Citizen,,,
22/05/2023,"['Peanut Butter', 'Nuts', 'Air Freshener', 'Diapers']",Senior Citizen,,,
22/05/2023,"['Tomatoes', 'Rice','Dhal','Vinegar']",Teenager,,,
22/05/2023,"['Apple', 'Kambu Rice']",Young Adult,,,
22/05/2023,"['Deodorant', 'Saftey Razor Blade']",Young Adult,,,
22/05/2023,['Peanut Butter'],Teenager,,,
22/05/2023,"['Toothpaste',  'Tongue Cleaner', 'Tissues', 'Dhal', 'Power Strips']",Middle-Aged,,,
22/05/2023,"['Shampoo', 'Pickles']",Middle-Aged,,,
22/05/2023,['Vinegar'],Middle-Aged,,,
22/05/2023,"['Ketchup', 'Vegetables']",Senior Citizen,,,
22/05/2023,"['Saftey Razor Blade', 'Body wash', 'Deodorant']",Middle-Aged,,,
22/05/2023,"['Baby Wipes', 'Vinegar']",Middle-Aged,,,
22/05/2023,"['Deodorant', 'Baby Wipes']",Senior Citizen,,,
22/05/2023,"['Stationery', 'Wheat Flour', 'Feminine Hygiene Products','Paper Towel for Faces', 'Cheese']",Homemaker,,,
22/05/2023,"['Nuts', 'Spinach', 'Chips']",Middle-Aged,,,
22/05/2023,"['Cooking Oil', 'Orange', 'Paper Towel For Faces', 'Toothpaste',  'Tongue Cleaner']",Young Adult,,,
22/05/2023,"['Spices','Rice','Dhal', 'Carrots', 'Dish Soap']",Middle-Aged,,,
22/05/2023,"['Onions', 'Carrots', 'Deodorant', Salt, 'Orange']",Middle-Aged,,,
22/05/2023,"['Eggs', 'Juices','Chips', 'Apple']",Homemaker,,,
22/05/2023,"['Milk', 'Deodorant', 'Coffee','Biscuit']",Middle-Aged,,,
22/05/2023,['Baby Wipes'],Middle-Aged,,,
22/05/2023,"['Wheat Rava', 'Dustpan', 'Ice Cream', 'Yogurt', 'Baby Wipes']",Middle-Aged,,,
22/05/2023,['Dishwash scrubber'],Homemaker,,,
22/05/2023,"['Stationery', 'Eggs', 'Carrots', 'Toothpaste',  'Tongue Cleaner']",Young Adult,,,
22/05/2023,"['Shaving Cream', 'Shower Gel', 'Broom']",Senior Citizen,,,
22/05/2023,"['Mustard', 'Air Freshener', 'Dishwash scrubber', Salt]",Homemaker,,,
22/05/2023,"['Broom', 'Coffee','Biscuit', 'Bread', 'Mop', 'Spinach']",Senior Citizen,,,
22/05/2023,"['Carrots', 'Toothpaste',  'Tongue Cleaner', 'Chocolate']",Young Adult,,,
22/05/2023,"['Bread', 'Chocolate', 'Coconut oil', 'Spinach']",Middle-Aged,,,
22/05/2023,"['Toilet Freshner', 'Insect Repellent']",Middle-Aged,,,
22/05/2023,"['Laundry Detergent', 'Ice Cream', 'Vegetables']",Teenager,,,
22/05/2023,"['Insect Repellent', 'Plant Fertilizer', 'Dustpan', 'Baby Wipes', 'Peanut Butter']",Young Adult,,,
22/05/2023,"['Wheat Rava', 'Soda']",Senior Citizen,,,
22/05/2023,"['Chocolate', 'Juices','Chips', 'Hair Gel', 'Jam','Bread']",Senior Citizen,,,
22/05/2023,['Shower Gel'],Middle-Aged,,,
22/05/2023,"['Kambu Rice', 'Shaving Cream', 'Semiya', 'Cereal']",Homemaker,,,
22/05/2023,"['Stationery', 'Coffee','Biscuit']",Senior Citizen,,,
23/05/2023,['Wheat Flour'],Middle-Aged,,,
23/05/2023,"['Soda', 'Soap', 'Soda', 'Spices', 'Yogurt']",Homemaker,,,
23/05/2023,"['Shower Gel', 'Peanut Butter', 'Feminine Hygiene Products','Paper Towel for Faces']",Homemaker,,,
23/05/2023,"['Vinegar', 'Peanut Butter']",Young Adult,,,
23/05/2023,"['Tea','Biscuit', 'Body wash', 'Sugar']",Young Adult,,,
23/05/2023,"['Tea','Biscuit', 'Chocolate']",Senior Citizen,,,
23/05/2023,"['Diapers', 'Chocolate', 'Sugar', 'Coconut oil']",Senior Citizen,,,
23/05/2023,"['Coffee','Biscuit']",Senior Citizen,,,
23/05/2023,"['Toothpaste',  'Tongue Cleaner', 'Bread']",Senior Citizen,,,
23/05/2023,['Soap'],Young Adult,,,
23/05/2023,"['Toothpaste',  'Tongue Cleaner', 'Air Freshener', 'Coffee','Biscuit']",Young Adult,,,
23/05/2023,"['Light Bulbs', 'Pasta']",Young Adult,,,
23/05/2023,"['Ketchup', 'Power Strips', 'Light Bulbs']",Middle-Aged,,,
23/05/2023,['Soda'],Young Adult,,,
23/05/2023,"['Shampoo', 'Ragi Malt']",Teenager,,,
23/05/2023,['Air Freshener'],Middle-Aged,,,
23/05/2023,"['Hand Sanitizer', 'Eggs', 'Plant Fertilizer', 'Mustard']",Teenager,,,
23/05/2023,"['Shower Gel','Rice','Dhal', 'Eggs']",Middle-Aged,,,
23/05/2023,['Broom'],Middle-Aged,,,
23/05/2023,"['Honey', 'Toothpaste',  'Tongue Cleaner']",Senior Citizen,,,
23/05/2023,"['Potatoes', 'Ragi Malt', 'Dishwash scrubber']",Homemaker,,,
23/05/2023,"['Dish Soap', 'Stationery']",Middle-Aged,,,
23/05/2023,"['Dish Soap', 'Ice Cream', 'Peanut Butter']",Young Adult,,,
23/05/2023,['Toothbrush'],Teenager,,,
23/05/2023,"['Yogurt', 'Olive Oil', 'Stationery', 'Shower Gel', 'Dustpan']",Middle-Aged,,,
23/05/2023,"['Paper Towel For Faces', Salt, 'Tea','Biscuit']",Middle-Aged,,,
23/05/2023,"['Stationery', 'Nuts']",Senior Citizen,,,
23/05/2023,"['Shaving Cream', 'Cereal Bars', 'Kambu Rice']",Homemaker,,,
23/05/2023,"['Cleaning Spray', 'Wheat Rava', 'Wheat Flour', 'Eggs']",Teenager,,,
23/05/2023,"['Vegetables', 'Power Strips', 'Trash Bags', 'Paper Towel For Faces', 'Tomatoes']",Middle-Aged,,,
23/05/2023,"['Soap', 'Carrots', 'Light Bulbs']",Middle-Aged,,,
23/05/2023,"['Dustpan', 'Cheese']",Middle-Aged,,,
23/05/2023,"['Cheese', 'Toothbrush', 'Spinach', 'Kambu Rice']",Senior Citizen,,,
23/05/2023,"['Trash Bags', 'Olive Oil', 'Vegetables']",Senior Citizen,,,
23/05/2023,"['Cooking Oil', 'Cleaner', 'Milk', 'Chocolate']",Middle-Aged,,,
23/05/2023,['Wheat Rava'],Young Adult,,,
23/05/2023,"['Coconut oil', 'Wheat Flour', 'Insect Repellent', 'Coconut oil', 'Toothpaste',  'Tongue Cleaner']",Young Adult,,,
23/05/2023,"['Sugar', 'Coffee','Biscuit', 'Coconut oil', 'Power Strips']",Homemaker,,,
23/05/2023,['Pickles'],Homemaker,,,
23/05/2023,['Toilet Freshner'],Homemaker,,,
23/05/2023,"['Baby Wipes', 'Paper Towel For Faces', 'Banana', 'Dish Soap']",Middle-Aged,,,
23/05/2023,"['Tissues', 'Pickles', 'Eggs', 'Coconut oil']",Teenager,,,
23/05/2023,"['Rice','Spices', 'Wheat Rava']",Young Adult,,,
23/05/2023,['Light Bulbs'],Middle-Aged,,,
23/05/2023,['Tissues'],Senior Citizen,,,
23/05/2023,"['Shower Gel', 'Hand Sanitizer']",Senior Citizen,,,
23/05/2023,['Dustpan'],Senior Citizen,,,
23/05/2023,"['Cereal Bars', 'Trash Bags', 'Semiya', 'Toilet Freshner']",Senior Citizen,,,
23/05/2023,"['Onions', 'Laundry Detergent']",Middle-Aged,,,
23/05/2023,"['Black pepper', 'Peanut Butter', 'Spinach', 'Toothpaste',  'Tongue Cleaner']",Senior Citizen,,,
23/05/2023,"['Chocolate', 'Black pepper']",Senior Citizen,,,
23/05/2023,"['Spices','Rice','Dhal', 'Jam','Bread', 'Cheese', 'Carrots', 'Shampoo']",Homemaker,,,
23/05/2023,"['Pasta', 'Shower Gel', 'Hair Gel', 'Mustard', 'Tea','Biscuit']",Senior Citizen,,,
23/05/2023,"['Light Bulbs', 'Trash Bags', 'Hand Sanitizer', 'Paper Towel For Faces']",Middle-Aged,,,
23/05/2023,"['Shaving Cream', 'Insect Repellent', 'Cleaner']",Senior Citizen,,,
23/05/2023,"['Peanut Butter', 'Tissues', 'Vegetables', 'Dish Soap', 'Black pepper']",Homemaker,,,
23/05/2023,"['Toothpaste',  'Tongue Cleaner', 'Hand Sanitizer', 'Wheat Rava', 'Vinegar']",Young Adult,,,
23/05/2023,"['Tomatoes', 'Laundry Detergent', 'Air Freshener', 'Chocolate']",Young Adult,,,
23/05/2023,"['Dhal', 'Bread', 'Sugar', 'Black pepper']",Homemaker,,,
23/05/2023,"['Apple', 'Diapers', 'Hair Gel']",Senior Citizen,,,
23/05/2023,"['Dish Soap', 'Nuts']",Homemaker,,,
23/05/2023,"['Plant Fertilizer', 'Banana']",Teenager,,,
23/05/2023,"['Semiya', 'Onions', 'Vegetables', 'Dish Soap', 'Cereal']",Middle-Aged,,,
23/05/2023,"['Juices','Chips']",Young Adult,,,
23/05/2023,"['Toilet Freshner', 'Olive Oil', 'Toilet Freshner', 'Chips', 'Potatoes']",Middle-Aged,,,
23/05/2023,"['Saftey Razor Blade', 'Pasta', 'Orange', 'Light Bulbs', 'Wheat Rava']",Middle-Aged,,,
23/05/2023,['Carrots'],Teenager,,,
23/05/2023,"['Soda', 'Honey', 'Dishwash scrubber', 'Dish Soap']",Teenager,,,
23/05/2023,"['Cereal', 'Coconut oil', 'Rice','Spices']",Young Adult,,,
23/05/2023,"['Toothpaste',  'Tongue Cleaner']",Middle-Aged,,,
23/05/2023,"['Vegetables', 'Ice Cream', 'Toothbrush']",Senior Citizen,,,
23/05/2023,"['Broom', 'Jam','Bread']",Teenager,,,
23/05/2023,['Hand Sanitizer'],Young Adult,,,
23/05/2023,"['Diapers', 'Trash Bags']",Homemaker,,,
23/05/2023,['Orange'],Young Adult,,,
23/05/2023,"['Coffee','Biscuit', 'Dish Soap', 'Honey', 'Diapers', 'Carrots']",Homemaker,,,
23/05/2023,['Shower Gel'],Teenager,,,
23/05/2023,['Ragi Malt'],Middle-Aged,,,
23/05/2023,"['Honey', 'Broom', 'Ice Cream', 'Potatoes', 'Toilet Freshner']",Homemaker,,,
23/05/2023,"['Soda', 'Shampoo']",Young Adult,,,
23/05/2023,"['Soap', 'Dishwash scrubber']",Senior Citizen,,,
23/05/2023,['Vinegar'],Teenager,,,
23/05/2023,"['Toothbrush', 'Light Bulbs', 'Spices']",Senior Citizen,,,
23/05/2023,"['Mustard', 'Cooking Oil']",Middle-Aged,,,
23/05/2023,"['Banana', 'Coconut oil']",Young Adult,,,
23/05/2023,"['Light Bulbs', 'Soap', 'Orange', 'Deodorant']",Middle-Aged,,,
23/05/2023,"['Toothpaste',  'Tongue Cleaner', 'Deodorant', 'Tea','Biscuit']",Young Adult,,,
23/05/2023,"['Apple', 'Toothpaste',  'Tongue Cleaner', 'Rice','Spices']",Young Adult,,,
23/05/2023,"['Chips', 'Semiya', 'Eggs', 'Vinegar']",Young Adult,,,
23/05/2023,"['Tomatoes','paneer','Rice','Dhal']",Teenager,,,
23/05/2023,"['Cheese', 'Olive Oil', 'Orange']",Young Adult,,,
23/05/2023,"['Shaving Cream', 'Vegetables']",Homemaker,,,
23/05/2023,"['Soda', 'Soap']",Senior Citizen,,,
23/05/2023,"['Pickles', 'Vinegar', 'Broom']",Young Adult,,,
23/05/2023,"['Air Freshener', 'Juices','Chips', 'Dhal']",Homemaker,,,
23/05/2023,['Deodorant'],Teenager,,,
23/05/2023,['Yogurt'],Middle-Aged,,,
23/05/2023,"['Sugar', 'Bread']",Young Adult,,,
23/05/2023,"['Dhal', 'Cleaning Spray']",Young Adult,,,
23/05/2023,"['Trash Bags', 'Air Freshener', 'Kambu Rice']",Teenager,,,
